contact_id,first_name,last_name,email,job_title,hubspot_company_id,lifecycle_stage,create_date
501348,Wolfgang,Schmidt,wolfgang.schmidt@echomed.co,CEO,1015989,lead,2025-09-06 05:35:07
501355,Hans,Kowalski,hans.kowalski@flowtech.eu,CEO,1016258,lead,2025-10-12 02:02:22
501361,Nina,Martin,nina.martin@gammacare.io,Technical Documentation Specialist,1016415,lead,2025-12-11 23:58:32
501363,Lisa,Kowalski,lisa.kowalski@gammacare.io,CTO,1016415,lead,2026-01-05 09:34:34
501365,Clara,Pedersen,clara.pedersen@halohealth.co,CTO,1016671,lead,2025-08-21 16:40:02
501367,Daniel,Koch,daniel.koch@halohealth.co,Compliance Officer,1016671,lead,2026-01-15 08:45:50
501376,Marco,Koch,marco.koch@impactbio.de,Senior Regulatory Consultant,1016820,lead,2025-09-11 08:07:02
501384,Tobias,Johnson,tobias.johnson@junctionmed.de,Senior Regulatory Consultant,1017087,lead,2025-05-07 08:24:22
501391,Michael,Anderson,michael.anderson@keystonedx.com,Head of Quality Management,1017365,lead,2025-01-25 00:39:46
501401,Yasmin,Mueller,yasmin.mueller@luminahealth.co,Clinical Affairs Manager,1017581,lead,2026-01-23 20:53:51
501406,Amelie,Pedersen,amelie.pedersen@luminahealth.co,Regulatory Specialist,1017581,lead,2026-01-29 13:14:16
501416,Julia,Richter,julia.richter@maxisurg.io,Clinical Affairs Manager,1017762,lead,2025-04-27 06:28:06
501424,Quentin,Eriksson,quentin.eriksson@nexgenmed.eu,Post-Market Surveillance Manager,1018002,lead,2025-03-29 21:18:20
501430,Florian,Fuchs,florian.fuchs@optibio.de,COO,1018294,lead,2025-06-02 12:07:37
501436,Jan,Anderson,jan.anderson@optibio.de,CEO,1018294,lead,2025-03-19 21:35:08
501446,Daniel,Hoffmann,daniel.hoffmann@pharmalink.eu,Compliance Officer,1018464,lead,2024-09-13 03:44:37
501451,Lukas,Lehmann,lukas.lehmann@quadmed.de,Post-Market Surveillance Manager,1018702,lead,2025-02-07 16:37:23
501458,Mia,Hoffmann,mia.hoffmann@rapidcure.io,Senior Regulatory Consultant,1018982,lead,2024-10-19 09:19:39
501461,Erik,Johnson,erik.johnson@rapidcure.io,QA/RA Engineer,1018982,lead,2024-10-12 15:38:38
501470,Erik,Zimmermann,erik.zimmermann@silksurg.com,CTO,1019188,lead,2025-06-02 15:18:21
501478,Wolfgang,Mueller,wolfgang.mueller@truenorth.io,Clinical Affairs Manager,1019483,lead,2025-07-12 09:27:56
501485,Sophie,Larsson,sophie.larsson@unitymed.de,Head of Quality Management,1019690,lead,2025-05-13 23:04:24
501493,Katrin,Meyer,katrin.meyer@unitymed.de,Compliance Officer,1019690,lead,2025-05-27 05:20:09
501498,Rosa,Schroeder,rosa.schroeder@vertexbio.io,QA/RA Engineer,1019859,lead,2024-12-12 15:23:09
501506,Marco,Dubois,marco.dubois@wisdomhealth.com,VP Quality & Regulatory,1020144,lead,2025-06-07 08:53:22
501511,Thomas,Bernard,thomas.bernard@wisdomhealth.com,COO,1020144,lead,2025-10-13 04:23:58
501520,Amelie,Kowalski,amelie.kowalski@xploremed.de,Clinical Affairs Manager,1020344,lead,2024-12-05 05:04:16
501527,Michael,Williams,michael.williams@yottacare.io,CEO,1020562,lead,2025-05-02 09:07:13
501528,Quentin,Werner,quentin.werner@zebramed.com,Regulatory Specialist,1020745,lead,2024-11-14 16:33:55
501536,Hans,Neumann,hans.neumann@zebramed.com,COO,1020745,lead,2024-07-20 06:32:11
501546,Katrin,Anderson,katrin.anderson@arcticbio.com,Clinical Affairs Manager,1020965,lead,2025-12-27 16:16:19
501550,David,Bianchi,david.bianchi@arcticbio.com,Product Manager,1020965,lead,2026-01-07 07:50:33
501560,Uwe,Pedersen,uwe.pedersen@blazemed.de,Product Manager,1021264,lead,2025-07-27 03:01:51
501569,Ingrid,Scholz,ingrid.scholz@cytosurg.com,Product Manager,1021369,lead,2026-02-04 10:51:50
501572,Petra,Schulz,petra.schulz@dawnhealth.eu,Compliance Officer,1021613,lead,2025-10-01 08:17:25
501579,Jonas,Bianchi,jonas.bianchi@evermed.com,Senior Regulatory Consultant,1021755,lead,2024-10-08 01:25:54
501586,Lisa,Weber,lisa.weber@evermed.com,Regulatory Specialist,1021755,lead,2024-10-08 06:43:38
501593,Leah,Lehmann,leah.lehmann@fusiondx.io,Technical Documentation Specialist,1022003,lead,2024-12-17 10:54:52
501599,Patrick,Mueller,patrick.mueller@fusiondx.io,Regulatory Specialist,1022003,lead,2025-03-02 00:18:39
501607,Elena,Bernard,elena.bernard@goldenpath.eu,Senior Regulatory Consultant,1022286,lead,2025-08-02 15:11:26
501611,Erik,Braun,erik.braun@goldenpath.eu,CEO,1022286,lead,2025-07-20 03:50:07
501617,Lena,De Vries,lena.de vries@horizonmed.co,Quality Manager,1022561,lead,2025-11-17 04:14:36
501618,Emma,Kaiser,emma.kaiser@irisbio.com,QA/RA Engineer,1022770,lead,2025-10-03 18:21:04
501626,Anna,Huber,anna.huber@jademed.io,Director Regulatory Affairs,1022977,lead,2024-10-06 03:23:04
501631,Katrin,Braun,katrin.braun@jademed.io,COO,1022977,lead,2024-09-16 12:35:55
501636,Xenia,Eriksson,xenia.eriksson@kaleidohealth.eu,QA/RA Engineer,1023258,lead,2026-01-26 15:40:58
501637,Emma,Krueger,emma.krueger@lynxsurg.io,Compliance Officer,1023515,lead,2025-09-26 00:22:06
501644,Simon,Meyer,simon.meyer@lynxsurg.io,Head of Regulatory Affairs,1023515,lead,2025-09-22 00:04:27
501648,Elena,Hoffmann,elena.hoffmann@meridianbio.io,Post-Market Surveillance Manager,1023802,lead,2025-11-30 17:16:24
501656,Anna,Mueller,anna.mueller@meridianbio.io,VP Quality & Regulatory,1023802,lead,2025-12-18 08:21:22
501663,Laura,Weber,laura.weber@nimbushealth.eu,Regulatory Specialist,1023964,lead,2025-04-27 07:51:39
501665,Uwe,Lehmann,uwe.lehmann@oasismed.co,Director Regulatory Affairs,1024110,lead,2026-01-28 13:31:24
501672,Simon,Larsson,simon.larsson@peakcare.com,Post-Market Surveillance Manager,1024389,lead,2025-08-27 17:13:40
501682,Florian,Williams,florian.williams@questbio.io,COO,1024550,lead,2025-08-26 15:55:28
501686,Sophie,Anderson,sophie.anderson@ridgemed.de,Clinical Affairs Manager,1024815,lead,2025-11-16 19:28:50
501688,Ingrid,Becker,ingrid.becker@summithealth.io,Regulatory Affairs Associate,1025018,lead,2025-07-26 23:02:24
501694,Uwe,Hoffmann,uwe.hoffmann@terravita.eu,Regulatory Specialist,1025259,lead,2025-04-10 16:08:22
501698,Marco,Lopez,marco.lopez@terravita.eu,CEO,1025259,lead,2025-06-13 01:44:11
501699,Nina,Martin,nina.martin@urbanmed.de,Clinical Affairs Manager,1025538,lead,2024-11-28 03:25:37
501706,Stefan,Williams,stefan.williams@urbanmed.de,Compliance Officer,1025538,lead,2024-08-20 17:14:30
501714,Hans,Neumann,hans.neumann@valleybio.de,Regulatory Specialist,1025718,lead,2025-11-10 22:01:04
501723,Anna,Lehmann,anna.lehmann@valleybio.de,Director Regulatory Affairs,1025718,lead,2026-01-28 02:22:29
501730,Xenia,Bernard,xenia.bernard@windsorhealth.co,Technical Documentation Specialist,1025873,lead,2025-03-18 17:56:49
501732,Ben,Garcia,ben.garcia@windsorhealth.co,Product Manager,1025873,lead,2024-11-27 23:22:41
501736,David,Fuchs,david.fuchs@xenobio.eu,Post-Market Surveillance Manager,1026125,lead,2025-02-26 10:25:48
501743,Leah,Fuchs,leah.fuchs@yellowmed.com,Risk Management Engineer,1026270,lead,2024-12-06 01:46:36
501752,Florian,Schulz,florian.schulz@yellowmed.com,CEO,1026270,lead,2025-01-10 04:20:57
501754,Jonas,Bernard,jonas.bernard@zionhealth.com,Regulatory Specialist,1026511,lead,2025-01-14 10:16:42
501759,Charlotte,Neumann,charlotte.neumann@atlasbio.com,Regulatory Specialist,1026757,lead,2025-12-14 12:31:52
501766,Hans,Kaiser,hans.kaiser@atlasbio.com,Quality Manager,1026757,lead,2026-01-16 18:10:45
501771,Hans,Mueller,hans.mueller@bridgemed.io,Head of Regulatory Affairs,1026921,lead,2025-09-13 14:17:44
501774,Wolfgang,Martin,wolfgang.martin@cresthealth.co,Product Manager,1027039,lead,2024-10-22 14:41:50
501777,Xenia,Hoffmann,xenia.hoffmann@cresthealth.co,Product Manager,1027039,lead,2024-12-03 11:19:43
501779,Vera,Huber,vera.huber@dunesmed.io,Regulatory Specialist,1027216,lead,2025-07-08 11:02:00
501784,Erik,Kaiser,erik.kaiser@eaglebio.io,Quality Manager,1027471,lead,2025-02-24 06:30:27
501792,Xenia,Koch,xenia.koch@fjordhealth.com,VP Quality & Regulatory,1027684,lead,2026-01-03 18:10:31
501802,Oliver,Dubois,oliver.dubois@glaciermed.de,Head of Regulatory Affairs,1027940,lead,2025-06-28 02:18:33
501806,Laura,Lehmann,laura.lehmann@harborbio.com,Director Regulatory Affairs,1028107,lead,2024-08-10 12:33:07
501809,Marco,Pedersen,marco.pedersen@islandmed.eu,Senior Regulatory Consultant,1028247,lead,2025-02-26 14:02:46
501813,Petra,Scholz,petra.scholz@jetbio.de,CTO,1028355,lead,2026-01-27 07:25:30
501818,Elena,Bianchi,elena.bianchi@jetbio.de,Post-Market Surveillance Manager,1028355,lead,2025-11-06 09:47:48
501819,Oliver,Martin,oliver.martin@knollhealth.de,Regulatory Affairs Associate,1028522,lead,2025-02-21 00:07:30
501821,Stefan,Krueger,stefan.krueger@lakemed.de,Risk Management Engineer,1028787,lead,2025-07-17 18:36:24
501829,Anna,Lehmann,anna.lehmann@lakemed.de,CEO,1028787,lead,2025-06-24 23:33:58
501839,Jan,Lehmann,jan.lehmann@meadowbio.eu,Technical Documentation Specialist,1028965,lead,2025-05-12 04:36:21
501843,Jonas,Mueller,jonas.mueller@northmed.io,Head of Regulatory Affairs,1029244,lead,2025-11-05 11:12:54
501847,Emma,Nielsen,emma.nielsen@oceanhealth.eu,CTO,1029364,lead,2024-12-30 01:15:44
501848,Amelie,Eriksson,amelie.eriksson@oceanhealth.eu,CEO,1029364,lead,2024-09-30 21:16:17
501850,Tim,Neumann,tim.neumann@pinebio.eu,Quality Manager,1029470,lead,2024-09-08 10:10:53
501853,Felix,Schneider,felix.schneider@quartzmed.io,Post-Market Surveillance Manager,1029717,lead,2025-03-01 10:51:32
501860,Leah,Lehmann,leah.lehmann@quartzmed.io,Regulatory Specialist,1029717,lead,2024-12-08 03:29:32
501870,Sarah,Hoffmann,sarah.hoffmann@riverhealth.io,Regulatory Affairs Associate,1029888,lead,2025-05-23 20:22:54
501872,Max,Eriksson,max.eriksson@stonemed.de,Compliance Officer,1030077,lead,2025-07-23 15:57:21
501877,Uwe,Fuchs,uwe.fuchs@tidebio.co,CTO,1030261,lead,2025-07-01 20:13:01
501883,Lisa,Braun,lisa.braun@tidebio.co,Clinical Affairs Manager,1030261,lead,2025-04-08 18:16:58
501886,Jonas,Wagner,jonas.wagner@uplandhealth.io,Head of Quality Management,1030370,lead,2025-10-24 08:33:05
501892,Hans,Bernard,hans.bernard@vistamed.io,Clinical Affairs Manager,1030601,lead,2024-11-23 17:28:35
501900,Tanja,Kaiser,tanja.kaiser@vistamed.io,VP Quality & Regulatory,1030601,lead,2024-11-06 22:30:32
501902,Daniel,Krueger,daniel.krueger@willowbio.io,Quality Manager,1030714,lead,2024-11-27 08:31:45
501906,Jonas,Meyer,jonas.meyer@plainsmed.io,COO,1031008,lead,2025-07-21 10:37:05
501913,Sarah,Fischer,sarah.fischer@plainsmed.io,Product Manager,1031008,lead,2025-07-15 07:51:01
501916,Tobias,Maier,tobias.maier@canopyhealth.de,Risk Management Engineer,1031286,lead,2024-12-11 23:45:29
501920,Jan,Wagner,jan.wagner@grovemed.com,Director Regulatory Affairs,1031567,lead,2026-02-03 04:43:41
501922,David,Schroeder,david.schroeder@fieldbio.de,Regulatory Affairs Associate,1031724,lead,2025-12-14 13:14:08
501928,Patrick,Garcia,patrick.garcia@cliffhealth.io,Regulatory Specialist,1031951,lead,2026-01-12 18:54:12
501929,Marie,Williams,marie.williams@marshmed.io,Director Regulatory Affairs,1032174,lead,2025-12-31 07:10:11
501931,Hans,Schneider,hans.schneider@pondbio.com,Quality Manager,1032322,lead,2026-01-30 18:37:47
501934,Lena,Huber,lena.huber@pondbio.com,Regulatory Affairs Associate,1032322,lead,2026-01-11 12:06:44
501942,Yasmin,Larsson,yasmin.larsson@reefhealth.com,COO,1032492,lead,2025-10-21 08:20:46
501946,Rosa,Braun,rosa.braun@slopemed.io,Director Regulatory Affairs,1032664,lead,2025-03-05 10:03:17
501947,Simon,Zimmermann,simon.zimmermann@trailbio.de,Risk Management Engineer,1032852,lead,2025-01-18 09:53:32
501955,Felix,Braun,felix.braun@coralhealth.eu,Senior Regulatory Consultant,1033130,lead,2025-05-16 10:01:26
501959,Emma,Bernard,emma.bernard@dunemed.de,Regulatory Affairs Associate,1033420,lead,2026-01-30 14:12:14
501965,Julia,De Vries,julia.de vries@fernbio.com,Post-Market Surveillance Manager,1033646,lead,2024-09-30 01:19:27
501971,Yasmin,Braun,yasmin.braun@fernbio.com,CTO,1033646,lead,2024-08-31 11:54:05
501981,Ben,Braun,ben.braun@glenhealth.io,Technical Documentation Specialist,1033858,lead,2025-12-30 16:37:55
501990,Thomas,Garcia,thomas.garcia@hillmed.co,QA/RA Engineer,1034125,lead,2025-07-21 15:16:46
501992,Petra,Eriksson,petra.eriksson@hillmed.co,Risk Management Engineer,1034125,lead,2025-03-07 02:45:45
501993,Lena,Peters,lena.peters@inletbio.co,QA/RA Engineer,1034402,lead,2026-01-06 07:46:23
501996,Patrick,Hartmann,patrick.hartmann@knighthealth.com,COO,1034599,lead,2025-11-02 09:30:42
502006,Andreas,Nielsen,andreas.nielsen@ledgemed.io,Director Regulatory Affairs,1034759,lead,2025-10-23 15:58:26
502016,Erik,Bernard,erik.bernard@moorbio.eu,Technical Documentation Specialist,1034884,lead,2024-08-22 21:39:09
502017,David,Schroeder,david.schroeder@nesthealth.io,Head of Regulatory Affairs,1034991,lead,2025-02-09 02:36:03
502026,Anna,Lange,anna.lange@orchardmed.de,Clinical Affairs Manager,1035128,lead,2025-02-25 00:53:54
502029,Vera,Pedersen,vera.pedersen@orchardmed.de,CTO,1035128,lead,2024-10-14 18:12:49
502030,Jonas,Garcia,jonas.garcia@passbio.io,Director Regulatory Affairs,1035271,lead,2024-12-29 17:08:22
502032,Elena,Lehmann,elena.lehmann@quayhealth.eu,Regulatory Affairs Associate,1035520,lead,2024-10-11 09:20:54
502042,Greta,Lange,greta.lange@quayhealth.eu,Director Regulatory Affairs,1035520,lead,2024-07-30 21:22:10
502045,Emma,De Vries,emma.de vries@ravinehealth.de,QA/RA Engineer,1035790,lead,2025-06-14 19:09:25
502054,Leah,Anderson,leah.anderson@ravinehealth.de,Compliance Officer,1035790,lead,2025-07-09 14:30:10
502064,Yasmin,Krueger,yasmin.krueger@shelfmed.io,CEO,1035908,lead,2025-03-08 10:15:22
502067,Charlotte,Mueller,charlotte.mueller@acumed.io,Regulatory Affairs Associate,1036184,lead,2025-04-08 10:40:34
502077,Lukas,Lopez,lukas.lopez@biovance.eu,Compliance Officer,1036311,lead,2026-01-14 00:55:20
502087,Erik,Schulz,erik.schulz@clearpath.com,Regulatory Specialist,1036416,lead,2025-10-14 05:02:34
502091,Uwe,Koch,uwe.koch@dentalpro.eu,Regulatory Specialist,1036671,lead,2025-10-06 00:40:20
502097,Lisa,Mueller,lisa.mueller@dentalpro.eu,Compliance Officer,1036671,lead,2025-07-31 06:03:48
502099,Quentin,Wagner,quentin.wagner@evomed.de,Quality Manager,1036827,lead,2024-12-05 07:01:25
502106,Lisa,Kowalski,lisa.kowalski@evomed.de,QA/RA Engineer,1036827,lead,2024-10-12 03:44:20
502113,Yasmin,Werner,yasmin.werner@flexisurg.co,VP Quality & Regulatory,1037087,lead,2025-11-15 13:46:03
502121,Lena,Williams,lena.williams@flexisurg.co,Compliance Officer,1037087,lead,2025-12-23 18:33:22
502124,Elena,Schneider,elena.schneider@genomatech.io,CTO,1037280,lead,2024-11-20 03:43:00
502129,Greta,Weber,greta.weber@genomatech.io,Regulatory Affairs Associate,1037280,lead,2024-11-28 14:19:22
502132,Marco,Meyer,marco.meyer@healthbridge.eu,Technical Documentation Specialist,1037424,lead,2024-12-31 05:08:41
502133,Simon,Koch,simon.koch@innocare.eu,Senior Regulatory Consultant,1037566,lead,2025-06-23 00:54:16
502136,David,Wagner,david.wagner@innocare.eu,Clinical Affairs Manager,1037566,lead,2025-05-04 07:37:15
502143,Hannah,Zimmermann,hannah.zimmermann@jointflex.io,VP Quality & Regulatory,1037695,lead,2025-02-26 10:28:52
502144,Tobias,Bianchi,tobias.bianchi@jointflex.io,Technical Documentation Specialist,1037695,lead,2025-04-12 20:15:11
502147,Xenia,Mueller,xenia.mueller@kinemed.com,CEO,1037937,lead,2025-03-23 12:58:07
502157,Marie,Wagner,marie.wagner@lifelink.eu,QA/RA Engineer,1038153,lead,2025-07-10 19:27:07
502162,Felix,Jansen,felix.jansen@lifelink.eu,CEO,1038153,lead,2025-12-05 01:21:22
502169,Erik,Eriksson,erik.eriksson@medcore.eu,Risk Management Engineer,1038280,lead,2024-11-26 23:19:01
502176,Lukas,Lehmann,lukas.lehmann@medcore.eu,COO,1038280,lead,2025-03-18 15:49:35
502179,Clara,Schwarz,clara.schwarz@novascan.eu,Product Manager,1038536,lead,2025-04-18 06:32:42
502183,Rosa,Bianchi,rosa.bianchi@novascan.eu,VP Quality & Regulatory,1038536,lead,2025-02-09 05:08:55
502185,Julia,Scholz,julia.scholz@orthogen.io,Compliance Officer,1038802,lead,2025-01-19 08:41:04
502194,David,Peters,david.peters@orthogen.io,Senior Regulatory Consultant,1038802,lead,2024-12-22 22:44:49
502203,Lena,Neumann,lena.neumann@precisionrx.eu,Regulatory Specialist,1038931,lead,2026-01-11 04:26:59
502210,Andreas,Schneider,andreas.schneider@precisionrx.eu,Post-Market Surveillance Manager,1038931,lead,2026-01-12 14:34:06
502220,Hans,Maier,hans.maier@qualitech.de,QA/RA Engineer,1039202,lead,2025-07-25 11:41:08
502224,Ingrid,Schneider,ingrid.schneider@regenmed.com,Senior Regulatory Consultant,1039408,lead,2025-03-23 22:21:42
502228,Mia,Schwarz,mia.schwarz@surgisafe.eu,Regulatory Specialist,1039684,lead,2026-01-15 07:12:17
502230,Marco,Fuchs,marco.fuchs@techvita.com,Product Manager,1039809,lead,2025-02-18 23:13:07
502239,Jan,Mueller,jan.mueller@techvita.com,Post-Market Surveillance Manager,1039809,lead,2025-04-02 04:14:36
502246,Sophie,Schulz,sophie.schulz@unimed.de,VP Quality & Regulatory,1040010,lead,2025-07-11 21:29:09
502248,Stefan,Bernard,stefan.bernard@vascutech.de,Senior Regulatory Consultant,1040274,lead,2025-03-08 02:40:20
502253,Simon,De Vries,simon.de vries@wellpath.de,Technical Documentation Specialist,1040518,lead,2025-12-03 00:54:02
502254,Lukas,Braun,lukas.braun@wellpath.de,Regulatory Affairs Associate,1040518,lead,2025-11-06 04:37:20
502255,Vera,Nielsen,vera.nielsen@xenomed.co,Technical Documentation Specialist,1040702,lead,2025-10-21 20:16:01
502260,Xenia,Schmidt,xenia.schmidt@xenomed.co,CEO,1040702,lead,2025-11-05 08:01:00
502265,Erik,Nielsen,erik.nielsen@zenithbio.com,Compliance Officer,1040866,lead,2025-12-23 20:57:12
502268,Tanja,Maier,tanja.maier@zenithbio.com,CTO,1040866,lead,2026-01-06 05:00:39
502273,Mia,Williams,mia.williams@alphadevice.de,Head of Quality Management,1041057,lead,2024-07-18 03:27:43
502277,Sophie,De Vries,sophie.de vries@alphadevice.de,COO,1041057,lead,2024-11-15 18:45:13
502278,Elena,Krueger,elena.krueger@betalab.com,Regulatory Affairs Associate,1041224,lead,2025-06-29 13:11:33
502281,Lukas,Klein,lukas.klein@cardiosync.io,Clinical Affairs Manager,1041445,lead,2025-03-16 21:52:34
502282,Clara,Kaiser,clara.kaiser@diagnostech.eu,COO,1041673,lead,2025-06-26 14:26:26
502286,Xenia,Kaiser,xenia.kaiser@elitemed.io,VP Quality & Regulatory,1041890,lead,2025-10-11 18:41:07
502287,Petra,Lehmann,petra.lehmann@elitemed.io,Head of Quality Management,1041890,lead,2025-10-08 20:05:53
502290,Patrick,Rossi,patrick.rossi@frontierbio.com,QA/RA Engineer,1042099,lead,2025-07-29 16:15:06
502295,Michael,Nielsen,michael.nielsen@frontierbio.com,Head of Regulatory Affairs,1042099,lead,2025-06-12 23:46:55
502302,Katrin,Bianchi,katrin.bianchi@glucosense.co,Clinical Affairs Manager,1042281,lead,2025-12-15 16:13:29
502306,Daniel,Wolf,daniel.wolf@heliocare.io,Senior Regulatory Consultant,1042521,lead,2025-07-13 10:52:30
502315,Thomas,Larsson,thomas.larsson@immunogen.co,Director Regulatory Affairs,1042750,lead,2025-10-28 04:03:32
502318,Oliver,Schwarz,oliver.schwarz@jurahealth.eu,CEO,1043034,lead,2025-05-12 22:46:24
502323,Yasmin,Werner,yasmin.werner@kardiomed.eu,Clinical Affairs Manager,1043250,lead,2026-01-11 14:04:57
502331,Tanja,Larsson,tanja.larsson@kardiomed.eu,Regulatory Affairs Associate,1043250,lead,2026-01-14 19:46:40
502341,Anna,Dubois,anna.dubois@lumosdx.com,COO,1043445,lead,2025-08-11 00:00:05
502350,Tanja,Larsson,tanja.larsson@morphosurg.co,Regulatory Specialist,1043568,lead,2025-05-19 12:53:22
502356,Rosa,Johnson,rosa.johnson@morphosurg.co,Product Manager,1043568,lead,2025-06-27 14:28:12
502361,Marie,Schulz,marie.schulz@neurolink.io,Compliance Officer,1043811,lead,2024-10-02 14:53:20
502362,Mia,Fuchs,mia.fuchs@neurolink.io,Director Regulatory Affairs,1043811,lead,2024-10-28 09:40:17
502363,Stefan,Schwarz,stefan.schwarz@optivision.com,Regulatory Affairs Associate,1044095,lead,2025-09-08 03:21:11
502370,Michael,Schneider,michael.schneider@optivision.com,Clinical Affairs Manager,1044095,lead,2025-07-11 20:09:27
502376,Daniel,Bernard,daniel.bernard@probiomed.com,Technical Documentation Specialist,1044342,lead,2025-12-28 19:02:40
502382,Katrin,Eriksson,katrin.eriksson@quantumcare.de,QA/RA Engineer,1044531,lead,2026-01-25 13:43:19
502387,Greta,Jansen,greta.jansen@quantumcare.de,Product Manager,1044531,lead,2025-10-30 02:58:18
502396,Daniel,Lange,daniel.lange@robosurg.eu,Compliance Officer,1044740,lead,2025-01-11 18:50:21
502402,Michael,Krueger,michael.krueger@synaptimed.de,CTO,1044847,lead,2025-07-17 12:19:23
502408,Patrick,Zimmermann,patrick.zimmermann@terramed.com,VP Quality & Regulatory,1044983,lead,2025-11-06 20:38:33
502416,David,Johnson,david.johnson@terramed.com,Regulatory Specialist,1044983,lead,2025-11-27 21:27:33
502424,Sarah,Becker,sarah.becker@ultracare.eu,Regulatory Affairs Associate,1045106,lead,2025-06-11 14:11:09
502433,Sophie,Fischer,sophie.fischer@vivotech.com,Director Regulatory Affairs,1045246,lead,2025-02-05 00:16:53
502436,Marie,Lange,marie.lange@vivotech.com,Head of Quality Management,1045246,lead,2024-11-13 21:55:19
502439,Andreas,Richter,andreas.richter@wavepoint.io,Technical Documentation Specialist,1045359,lead,2025-06-27 15:36:14
502445,Emma,Richter,emma.richter@wavepoint.io,Quality Manager,1045359,lead,2025-04-04 20:31:37
502446,Rosa,Wolf,rosa.wolf@xcelmed.co,QA/RA Engineer,1045628,lead,2025-05-08 16:51:18
502456,Amelie,Koch,amelie.koch@xcelmed.co,Regulatory Specialist,1045628,lead,2025-03-20 19:28:23
502459,Emma,Huber,emma.huber@yieldbio.co,Technical Documentation Specialist,1045757,lead,2025-06-21 01:59:09
502466,Anna,Schneider,anna.schneider@yieldbio.co,COO,1045757,lead,2025-07-14 13:16:01
502467,Amelie,Martin,amelie.martin@ablemed.co,Head of Regulatory Affairs,1045981,lead,2024-07-09 20:41:38
502471,Oliver,Nielsen,oliver.nielsen@ablemed.co,CEO,1045981,lead,2024-11-10 09:58:42
502474,Yasmin,Dubois,yasmin.dubois@biocrest.eu,QA/RA Engineer,1046095,lead,2025-03-28 12:53:41
502476,Tanja,Zimmermann,tanja.zimmermann@cerebrotech.de,Post-Market Surveillance Manager,1046269,lead,2025-04-04 12:42:50
502486,Max,Larsson,max.larsson@dynastim.eu,CTO,1046402,lead,2025-07-20 15:33:27
502494,Wolfgang,Klein,wolfgang.klein@dynastim.eu,Regulatory Affairs Associate,1046402,lead,2025-02-21 03:24:49
502495,Oliver,Kowalski,oliver.kowalski@endovault.com,Clinical Affairs Manager,1046520,lead,2025-11-01 16:53:02
502496,Hans,Lehmann,hans.lehmann@ferrocare.eu,Quality Manager,1046700,lead,2025-06-04 04:24:55
502503,Thomas,Bernard,thomas.bernard@geneticore.eu,Quality Manager,1046829,lead,2025-06-07 03:13:27
502505,Simon,Schmidt,simon.schmidt@geneticore.eu,VP Quality & Regulatory,1046829,lead,2025-02-23 15:39:26
502512,Yasmin,Becker,yasmin.becker@hypermed.io,Technical Documentation Specialist,1046951,lead,2024-10-24 03:33:54
502515,Nina,Nielsen,nina.nielsen@hypermed.io,Head of Regulatory Affairs,1046951,lead,2024-11-18 01:42:08
502520,Hannah,Wagner,hannah.wagner@infosurg.eu,Product Manager,1047185,lead,2025-01-05 22:47:28
502530,Mia,Nielsen,mia.nielsen@infosurg.eu,VP Quality & Regulatory,1047185,lead,2024-10-03 09:24:40
502539,Stefan,Becker,stefan.becker@jetstream.co,Technical Documentation Specialist,1047484,lead,2026-01-22 14:40:10
502543,Thomas,Schwarz,thomas.schwarz@kryptohealth.de,Clinical Affairs Manager,1047633,lead,2024-12-28 15:11:20
502549,Stefan,Koch,stefan.koch@lasermed.de,Technical Documentation Specialist,1047793,lead,2025-08-31 18:58:21
502553,Leah,Jansen,leah.jansen@lasermed.de,Head of Regulatory Affairs,1047793,lead,2025-10-19 15:50:35
502554,Hans,Bianchi,hans.bianchi@micronova.io,Director Regulatory Affairs,1048087,lead,2025-08-29 17:15:29
502556,Charlotte,Kowalski,charlotte.kowalski@nanosurg.co,Product Manager,1048380,lead,2025-11-06 04:25:58
502560,Stefan,Schwarz,stefan.schwarz@omnicure.io,VP Quality & Regulatory,1048562,lead,2025-09-01 23:33:04
502563,Clara,Zimmermann,clara.zimmermann@omnicure.io,CTO,1048562,lead,2025-08-14 06:00:01
502570,Greta,Schneider,greta.schneider@pathguard.co,Director Regulatory Affairs,1048775,lead,2024-12-03 19:30:32
502573,Wolfgang,Maier,wolfgang.maier@qualityfirst.eu,Product Manager,1048893,lead,2025-12-07 04:52:42
502575,Xenia,Lange,xenia.lange@qualityfirst.eu,Regulatory Affairs Associate,1048893,lead,2025-07-21 04:53:20
502582,Rosa,Peters,rosa.peters@radiantbio.io,Technical Documentation Specialist,1049012,lead,2025-09-12 07:37:35
502589,Simon,Koch,simon.koch@radiantbio.io,Quality Manager,1049012,lead,2025-05-31 11:39:08
502592,Sophie,Garcia,sophie.garcia@sensomed.de,Head of Quality Management,1049230,lead,2025-08-20 15:35:54
502595,Thomas,Werner,thomas.werner@titanhealth.com,Director Regulatory Affairs,1049412,lead,2026-01-26 05:23:13
502603,Erik,Becker,erik.becker@titanhealth.com,Head of Quality Management,1049412,lead,2026-02-05 00:22:38
502604,Quentin,Williams,quentin.williams@ultravision.com,Post-Market Surveillance Manager,1049599,lead,2025-09-20 04:22:48
502614,Hannah,Lange,hannah.lange@verimed.de,VP Quality & Regulatory,1049762,lead,2025-04-11 12:56:24
502621,Laura,Werner,laura.werner@woundtech.eu,Regulatory Affairs Associate,1049955,lead,2025-09-18 00:20:29
